"mod_id","id","sex","Country_fatefile","territory","Revir_Vinter","Autumn","Spring","Fate","confirmed.illegal","Radio.collar","Comment","geometry","NAME_1","NAME_2","KommunerNamn","SLU.ID","ruggedness_mean","average_gravel_km","average_paved_km","artificial_area_total","pop_mean","mean_snow","hunt_afo","hunt_county2","Fi","number_neighbour_terr","bear_density_BZtiff","mean_fi","max_fi","wolfLKill_cumall","wolfLKill_last5y","wolfLKill_n","NoAffectedSheep_cumall","NoAffectedSheep_last5y","NoAffectedSheep","sheepAttacks_n","AttackDogs_cumall","AttackDogs_last5y","AttackDogs_n","IndividualIncome","income_prop","year_average","first_yeardet","last_yeardet","years_firstdet","time_start","time_end","Fate_binary","ruggedness_mean_sc","average_gravel_km_sc","average_paved_km_sc","artificial_area_total_sc","pop_mean_sc","mean_snow_sc","hunt_afo_sc","hunt_county2_sc","bear_density_BZtiff_sc","Fi_sc","mean_fi_sc","max_fi_sc","IndividualIncome_sc","income_prop_sc"
599,"G26-15","F","S","Korsån 5","Korsån_1516",2015,2016,NA,NA,0,NA,c(16.1059462251744, 60.6133669682476),"Dalarna","Falun","falun","G26-15",0.181,1.35,0.26,0,24.3,74.0625,2.6,2.4,0.414307,4,0.00219066,0.2071535,0.414307,0,0,0,109,59,0,0,15,7,1,295591,1.03232413742314,286335.453453453,2015,2019,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,"G26-15","F","S","Korsån 5","Korsån_1617",2016,2017,NA,NA,0,NA,list(),"Dalarna","Falun","falun","G26-15",0.181,1.37,0.18,9e-04,21.4,78.45625,2.6,2.5,0.414307,3,0.00143425,0.2071535,0.414307,0,0,0,117,60,8,3,15,3,0,302223,1.03112295865792,293100.834834835,2015,2019,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,"G26-15","F","S","Korsån 5","Korsån_1718",2017,2018,NA,NA,0,NA,list(),"Dalarna","Falun","falun","G26-15",0.193,1.4,0.24,0.00253,24.82,74.234375,2.5,2.5,0.414307,0,0.00164289,0.2071535,0.414307,0,0,0,117,9,0,0,15,2,0,305524,1.02649366748415,297638.465465465,2015,2019,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,"G26-15","F","S","Korsån 5","Korsån_1819",2018,2019,NA,NA,0,NA,list(),"Dalarna","Falun","säter","G26-15",0.204,1.43,0.25,0.00368,24.78,82.3489583333333,2.8,2.6,0.414307,1,0.00199725,0.2071535,0.414307,0,0,0,117,8,0,0,15,1,0,307747,1.02178032553015,301187.048048048,2015,2019,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"G26-15","F","S","Korsån 5","Korsån_1920",2019,2020,NA,NA,0,NA,c(15.8246297317034, 60.9015612619864),"Dalarna","Falun",NA,"G26-15",0.197,1.41,0.22,0.00332,24.84,82.1617647058823,2.6,2.5,0.414307,2,0.00177504,0.2071535,0.414307,0,0,0,122,13,5,1,16,2,1,309927,1.01989052375418,303882.615615616,2015,2019,4,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,"G14-05","M","S","Kroppefjäll 1","Kroppefjäll_0203",2002,2003,NA,NA,0,NA,list(),"Västra Götaland","Färgelanda","färgelanda","G14-05",0.3,1.25,0.46,0.00104,23.2,52.91875,NA,3.3,0.296875,0,0,0.296875,0.296875,0,0,0,0,0,0,0,0,0,0,220512,0.961016308911142,229457.084084084,2002,2004,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,"G14-05","M","S","Kroppefjäll 1","Kroppefjäll_0304",2003,2004,NA,NA,0,NA,c(12.0159639343803, 58.5100958206399),"Västra Götaland","Färgelanda","färgelanda","G14-05",0.311,1.24,0.46,0.00091,23.16,46.329525862069,NA,3.2,0.296875,0,0,0.296875,0.296875,0,0,0,0,0,0,0,1,1,1,225239,0.965311043579506,233333.081081081,2002,2004,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1724,"G14-05","M","S","Kroppefjäll 1","Koppang_0405",2004,2005,"illegal",NA,0,NA,list(),"Hedmark","Rendalen","rendalen","G14-05",0.358,0.74,0.18,0.00385,0.988,80.438753342246,NA,2.6,0.296875,1,1.22e-05,0.296875,0.296875,6,6,0,0,0,0,0,0,0,0,208500,0.874957843415708,238297.195195195,2002,2004,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,"D-08-15/G27-06","M","S","Kroppefjäll 2","Kroppefjäll_0506",2005,2006,NA,NA,0,NA,list(),"Västra Götaland","Färgelanda","färgelanda","D-08-15",0.295,1.26,0.52,0.00117,22.98,57.5909090909091,NA,2.6,0.269531,1,0,0.283203,0.296875,0,0,0,0,0,0,0,1,1,0,230204,0.946019948700296,243339.477477477,2005,2006,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1607,"D-08-15/G27-06","M","S","Kroppefjäll 2","Kroppefjäll_0607",2006,2007,NA,NA,0,NA,c(12.1991998133893, 58.7086907014039),"Västra Götaland","Färgelanda","mellerud","D-08-15",0.282,1.27,0.51,7e-04,22.92,72.1862745098039,NA,2.3,0.269531,0,0,0.283203,0.296875,0,0,0,9,9,9,3,2,2,1,231666,0.939740663476968,246521.204204204,2005,2006,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010,"G2-13","F","S","Kroppefjäll 5","Kroppefjäll_1213",2012,2013,"illegal",NA,0,NA,c(12.0318943329915, 58.4737208505317),"Västra Götaland","Färgelanda","mellerud","G2-13",0.295,1.26,0.52,0.00134,22.54,46.1122334455668,3.3,3.4,0.279175,0,0,0.2763675,0.279175,1,1,0,52,35,0,0,8,6,1,238500,0.899525095193382,265139.906906907,2012,2012,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1012,"G15-13","F","S","Kukkumäki 1","Kukumäki_1213",2012,2013,NA,NA,0,NA,c(15.7026708376845, 15.7993084953942, 61.0963720471931, 61.096411575764),"Gävleborg","Ovanåker","ovanåker","G15-13",0.179,1.11,0.16,0,4.75,81.1451612903226,1.3,2.8,0.296997,1,0.00395102,0.2724,0.296997,2,2,0,78,38,25,3,29,15,2,247553,0.933669332873826,265139.906906907,2012,2015,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,"G15-13","F","S","Kukkumäki 1","Kukkumäki_1314",2013,2014,NA,NA,0,NA,c(15.6989149647804, 61.3400755031969),"Gävleborg","Ovanåker","ovanåker","G15-13",0.177,1.2,0.2,0,5.85,80.8387096774194,1.5,2.7,0.296997,0,0.0038957,0.2724,0.296997,2,1,0,78,36,0,0,30,14,1,249945,0.919412989612026,271852.804804805,2012,2015,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,"G15-13","F","S","Kukkumäki 1","Kukkumäki_1415",2014,2015,NA,NA,0,NA,c(15.7208702621841, 61.1049999398004),"Gävleborg","Ovanåker","ovanåker","G15-13",0.167,1.24,0.2,0.00096,5.85,77.3177083333333,1.9,2.8,0.296997,1,0.00375185,0.2724,0.296997,2,1,0,78,36,0,0,31,11,1,250740,0.906942296836106,276467.423423423,2012,2015,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,"G15-13","F","S","Kukkumäki 1","Kukkumäki_1516",2015,2016,NA,NA,0,NA,c(15.9681124645729, 15.965951406883, 61.2918858005477, 61.0718808153138),"Gävleborg","Ovanåker","ovanåker","G15-13",0.177,1.2,0.2,0,5.85,80.3548387096774,2,2.8,0.296997,1,0.00329588,0.2724,0.296997,2,0,0,82,40,4,1,33,9,2,261118,0.91193038392798,286335.453453453,2012,2015,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"G125-15","M","S","Kukkumäki 2","Kukkumäki_1617",2016,2017,"illegal",NA,0,NA,c(16.0542994191371, 61.2339993429821),"Gävleborg","Ovanåker","ovanåker","G125-15",0.178,1.21,0.2,0,5.167,79.6727272727273,2.2,2.7,0.067337,1,0.00257443,0.182167,0.296997,2,0,0,82,29,0,0,34,7,1,265637,0.906299022142632,293100.834834835,2016,2016,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1196,"G104-11","M","S","Kungskogen 1","Kungskogen_1112",2011,2012,NA,NA,0,NA,c(13.736456940265, 59.7185244241979),"Värmland","Karlstad","karlstad","G104-11",0.28,1.15,0.42,0.00264,30.775,79.1614583333333,NA,3.8,0,3,3.66e-06,0,0,0,0,0,0,0,0,0,5,1,1,257514,0.997393037353236,258187.084084084,2011,2014,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,"G104-11","M","S","Kungskogen 1","Kungsskogen_1213",2012,2013,NA,NA,0,NA,list(),"Värmland","Karlstad","karlstad","G104-11",0.28,1.15,0.42,0.00266,30.8,56.0574494949495,3.5,4,0,4,9e-08,0,0,0,0,0,0,0,0,0,5,1,0,266640,1.00565774164513,265139.906906907,2011,2014,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,"G104-11","M","S","Kungskogen 1","Kungsskogen_1314",2013,2014,NA,NA,0,NA,list(),"Värmland","Storfors","storfors","G104-11",0.309,1.12,0.39,0.00272,31.1,75.1875,2.8,3.4,0,5,1.07e-05,0,0,1,1,0,35,16,0,0,0,0,0,247674,0.911059204181595,271852.804804805,2011,2014,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,"G104-11","M","S","Kungskogen 1","Kungsskogen_1415",2014,2015,NA,NA,0,"The male moves to Vismen 2 in winter 1415 after female killed",list(),"Värmland","Kristinehamn","kristinehamn","G104-11",0.267,1.25,0.41,0.00506,31.225,59.7902976901633,2.3,2.6,0,3,1.22e-06,0,0,1,1,1,86,25,22,4,2,1,0,248202,0.897762191749682,276467.423423423,2011,2014,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,"G20-15","F","S","Kungskogen 2","Kungsskogen_1516",2015,2016,"illegal",NA,0,NA,list(),"Värmland","Karlstad","karlstad","G20-15",0.292,1.15,0.41,0.00266,31.425,61.3095238095238,1.8,1.9,0.286682,4,0,0.3031465,0.319611,0,0,0,51,51,0,0,6,2,0,289679,1.01167702604138,286335.453453453,2015,2015,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,"G113-17","M","S","Kväggen","Kväggen_1819",2018,2019,"illegal",NA,0,NA,list(),"Värmland","Kristinehamn","kristinehamn","G113-17",0.238,1.53,0.41,0.01582,42.4,80.051724137931,2.5,2.3,0.244385,5,0,0.2333835,0.244385,1,1,0,89,25,0,0,2,0,0,270288,0.897409107568534,301187.048048048,2018,2018,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,"G122-14","M","S","Kymmen 1","Kymmen_1819",2018,2019,NA,NA,0,NA,c(12.9132670813251, 59.6827792257405),"Värmland","Arvika","arvika","G122-14",0.393,1.33,0.35,0.00029,11.05,83.140625,41.4,2.2,0.214123,3,3.47e-05,0.183142,0.214123,7,5,2,22,15,0,0,12,3,1,281119,0.933370149287274,301187.048048048,2018,2019,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"G122-14","M","S","Kymmen 1","Kymmen_1920",2019,2020,"illegal",NA,0,NA,list(),"Värmland","Arvika",NA,"G122-14",0.397,1.39,0.36,0,11.008,81.78125,57.6,2.4,0.214123,3,6.91e-05,0.183142,0.214123,7,5,0,22,15,0,0,12,3,0,284456,0.936071974448882,303882.615615616,2018,2019,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1580,"G18-07","M","N","Kynna 1","Kynna_0405",2004,2007,"illegal",NA,0,NA,list(),"Hedmark","Våler","våler","G18-07",0.193,1.41,0.26,0,7.888,81.6818181818182,NA,2.6,0.314453,1,5.79e-06,0.3564455,0.398438,0,0,0,0,0,0,0,0,0,0,226700,0.951333060442882,238297.195195195,2004,2006,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,"G18-07","M","N","Kynna 1","Kynna_0506",2005,2006,NA,NA,0,NA,list(),"Hedmark","Våler","våler","G18-07",0.195,1.41,0.21,0,7.867,83.7604166666667,NA,2.6,0.314453,1,0.00021327,0.3564455,0.398438,0,0,0,0,0,0,0,0,0,0,238200,0.978879392974972,243339.477477477,2004,2006,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609,"M-07-04","F","N","Kynna 1","Kynna_0607",2006,2007,"illegal",1,1,NA,list(),"Hedmark","Våler","våler","M-07-04",0.191,1.56,0.28,0.00018,7.875,86.0260416666667,NA,2.7,0.398438,2,0.00013312,0.3564455,0.398438,0,0,0,0,0,0,0,0,0,0,238000,0.965434193656032,246521.204204204,2004,2006,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,"M-07-05","F","N","Kynna 2","Kynna_0708",2007,2008,NA,NA,1,NA,list(),"Hedmark","Våler","våler","M-07-05",0.195,1.58,0.37,0.00125,7.893,77.3725490196078,NA,2.9,0.293457,2,0.00020358,NA,NA,0,0,0,0,0,0,0,0,0,0,257900,1.02629921693817,251291.237237237,2007,2010,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1464,"M-07-05","F","N","Kynna 2","Kynna_0809",2008,2009,NA,NA,1,NA,list(),"Hedmark","Elverum","elverum","M-07-05",0.192,1.35,0.35,0.00234,9.535,85.09375,NA,2.9,0.293457,1,0.00013558,NA,NA,1,1,0,0,0,0,0,0,0,0,306900,1.20705118954737,254255.993993994,2007,2010,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1370,"M-07-05","F","N","Kynna 2","Kynna_0910",2009,2010,NA,NA,1,NA,list(),"Hedmark","Våler","våler","M-07-05",0.192,1.46,0.32,0.00106,9.605,81.628507295174,NA,2.9,0.293457,1,0.00016706,NA,NA,0,0,0,0,0,0,0,0,0,0,281600,1.08778367938194,258875,2007,2010,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,"M-07-05","F","N","Kynna 2","Kynna_1011",2010,2011,NA,NA,1,NA,list(),"Hedmark","Våler","våler","M-07-05",0.191,1.43,0.3,0.00117,9.644,82.9656862745098,NA,2.9,0.293457,2,0.0002715,NA,NA,0,0,0,0,0,0,0,0,0,0,289600,1.12512831368517,257392.864864865,2007,2010,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"G18-15","M","N","Kynna 5","Kynna_1920",2019,2020,NA,NA,0,NA,list(),"Hedmark","Våler",NA,"G18-15",0.193,1.46,0.31,0.00106,8.056,83.3602150537634,248.2,1.8,0.299805,7,0.00040844,0.295212,0.299805,2,2,1,0,0,0,0,0,0,0,404400,1.33077701460728,303882.615615616,2019,2019,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,"D-11-26","M","S","Kynnefjäll 1","Kynnefjäll_0809",2008,2009,NA,NA,0,"No data on coordinates. I took the coordinates from 0910",list(),"Västra Götaland","Tanum","tanum","D-11-26",0.34,1.23,0.39,0.00214,18.116,44.9264705882353,NA,2.5,0.267578,4,0,0.2788085,0.290039,0,0,0,11,0,0,0,1,1,0,234423,0.921995962878018,254255.993993994,2008,2009,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1372,"D-11-26","M","S","Kynnefjäll 1","Kynnefjäll_0910",2009,2010,NA,NA,0,NA,list(),"Västra Götaland","Tanum","tanum","D-11-26",0.343,1.23,0.39,0.0021,18.183,74.7189075630252,NA,2.7,0.267578,3,0,0.2788085,0.290039,0,0,0,11,0,0,0,1,1,0,235773,0.910760019314341,258875,2008,2009,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,"G2-11","F","S","Kynnefjäll 2","Kynnefjäll_1011",2010,2011,NA,NA,0,NA,list(),"Västra Götaland","Tanum","tanum","G2-11",0.345,1.24,0.37,0,17.13,78.8958333333333,NA,2.7,0.29541,2,0,0.147705,0.29541,0,0,0,11,0,0,0,1,0,0,233886,0.908673207094508,257392.864864865,2010,2012,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1141,"G2-11","F","S","Kynnefjäll 2","Kynnefjäll_1112",2011,2012,NA,NA,0,NA,list(),"Västra Götaland","Tanum","tanum","G2-11",0.345,1.23,0.38,0.00291,19.746,76.2239583333333,NA,3.2,0.29541,0,0,0.147705,0.29541,0,0,0,11,0,0,0,1,0,0,233505,0.904402328367263,258187.084084084,2010,2012,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1077,"G2-11","F","S","Kynnefjäll 2","Kynnefjäll_1213",2012,2013,"illegal",NA,0,"Kynnefjäll not registered by VSC 1213 because they disappeared early in season, I used the coordinates för  1112",list(),"Västra Götaland","Tanum","tanum","G2-11",0.34,1.22,0.38,0.00291,19.863,56.7713721264368,17,3.4,0.29541,2,0,0.147705,0.29541,0,0,0,11,0,0,0,1,0,0,245730,0.926793717575974,265139.906906907,2010,2012,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,"G17-12","M","S","Kynnefjäll 3","Kynnefjäll_1314",2013,2014,NA,NA,0,NA,list(),"Västra Götaland","Munkedal","munkedal","G17-12",0.346,1.35,0.42,0.00085,11.775,64.6822916666667,3.2,3.5,0.152161,1,0,0.0760805,0.152161,1,1,0,33,32,31,4,6,1,0,250717,0.922252761673801,271852.804804805,2013,2014,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,"G17-12","M","S","Kynnefjäll 3","Kynnefjäll_1415",2014,2015,"censored",NA,0,NA,c(11.6129145545913, 58.627446544481),"Västra Götaland","Munkedal","munkedal","G17-12",0.343,1.26,0.38,0,17.516,49.9741421568627,3.1,3.3,0.152161,1,0,0.0760805,0.152161,1,0,0,71,69,38,1,7,2,1,254131,0.919207756390111,276467.423423423,2013,2014,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1143,"G59-11","F","S","Kölsta 1","Kölsta_1112",2011,2012,NA,NA,0,NA,c(16.0332216106159, 59.6341499384636),"Västmanland","Köping","köping","G59-11",0.203,1.42,0.48,0.00885,55.886,72.8333333333333,NA,2.1,0.297363,3,1.49e-06,0.298014,0.299316,0,0,0,8,8,8,1,1,1,1,246552,0.954935452618169,258187.084084084,2011,2012,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,"G59-11","F","S","Kölsta 1","Kölsta_1213",2012,2013,"illegal",NA,0,NA,list(),"Västmanland","Köping","köping","G59-11",0.217,1.35,0.48,0.00871,58.75,58.2676767676768,2.8,2.8,0.297363,2,1e-08,0.298014,0.299316,0,0,0,8,8,0,0,1,1,0,252537,0.952466955827468,265139.906906907,2011,2012,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019,"G84-11","M","S","Kölsta 1/2","Kölsta_1213",2012,2013,NA,NA,0,NA,list(),"Västmanland","Köping","köping","G84-11",0.217,1.35,0.48,0.00871,58.75,58.2676767676768,2.8,2.8,0.299316,2,1e-08,0.299316,0.299316,0,0,0,8,8,0,0,1,1,0,252537,0.952466955827468,265139.906906907,2012,2012,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,"G254-17","M","S","Laxarby 1","Laxarby_1718",2017,2018,NA,NA,0,NA,list(),"Värmland","Årjäng","bengtsfors","G254-17",0.452,1.16,0.34,0.00134,14.4,63.703125,2.8,2.4,0.218197,4,0,0.2643985,0.3106,1,0,0,17,0,0,0,14,6,0,284945,0.957352738512428,297638.465465465,2017,2018,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,"G254-17","M","S","Laxarby 1","Laxarby_1819",2018,2019,"illegal",NA,0,NA,list(),"Västra Götaland","Åmål","åmål","G254-17",0.441,1.27,0.4,0.00581,14.375,80.3870967741936,2.2,2.5,0.218197,2,0,0.2643985,0.3106,1,0,0,2,0,0,0,1,1,0,259445,0.861408223499076,301187.048048048,2017,2018,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"G23-20","M","S","Laxarby 2","Laxarby_1920",2019,2020,"censored",NA,0,NA,list(),"Västra Götaland","Bengtsfors",NA,"G23-20",0.447,1.18,0.35,0.00059,14.25,66.515625,2.5,2.5,0.169262,3,0,0.1937295,0.218197,0,0,0,29,0,0,0,10,2,0,261258,0.859733287048141,303882.615615616,2019,2019,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,"G17-17","M","S","Letälven","Letälven_1718",2017,2018,"censored",NA,0,NA,list(),"Orebro","Degerfors","degerfors","G17-17",0.189,1.46,0.36,0.00457,25.2,60.6808429118774,2.1,2.2,0.125,4,0,0.2184065,0.311813,1,0,0,6,4,0,0,6,0,0,268918,0.903505531717647,297638.465465465,2017,2017,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,"G22-14","M","S","Lingbo","Lingbo_1314",2013,2014,NA,NA,0,NA,list(),"Gävleborg","Bollnäs","söderhamn","G22-14",0.192,1.33,0.25,7e-04,14.6,79.2689852150538,2.9,3,0.139008,2,0.00185584,0.2766575,0.414307,4,2,0,57,57,0,0,8,1,0,249868,0.919129748098092,271852.804804805,2013,2015,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,"G22-14","M","S","Lingbo","Lingbo_1415",2014,2015,NA,NA,0,NA,list(),"Gävleborg","Ockelbo","ockelbo","G22-14",0.198,1.34,0.25,7e-04,14.633,72.8399305555556,2.7,3.1,0.139008,3,0.00220298,0.2766575,0.414307,4,4,0,1,1,0,0,6,2,0,247184,0.894080021939603,276467.423423423,2013,2015,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,"G22-14","M","S","Lingbo","Lingbo_1516",2015,2016,"censored",NA,0,NA,c(16.2920153032734, 61.1595974999201),"Gävleborg","Bollnäs","bollnäs","G22-14",0.197,1.32,0.24,0.00112,14.833,78.0757575757576,2.6,3.1,0.139008,4,0.00260872,0.2766575,0.414307,4,0,0,57,57,0,0,10,3,1,256914,0.897248304048258,286335.453453453,2013,2015,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1374,"G5-07","F","N","Linnekleppen","Linnekleppen_0910",2009,2010,NA,NA,0,NA,list(),"Ãstfold","Halden","halden","G5-07",0.33,1.32,0.62,0.00203,27.953,80.9791666666667,NA,3.3,0.283203,1,0,0.2490235,0.283203,0,0,0,0,0,0,0,0,0,0,300600,1.16117817479479,258875,2009,2010,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,"G5-07","F","N","Linnekleppen","Linnekleppen_1011",2010,2011,"illegal",NA,0,NA,list(),"Ãstfold","Rakkestad","rakkestad","G5-07",0.325,1.27,0.56,0.00093,28.532,80.5490196078431,NA,3.3,0.283203,2,0,0.2490235,0.283203,0,0,0,0,0,0,0,0,0,0,320200,1.24401272804555,257392.864864865,2009,2010,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,"G124-16","M","S","Loberget","Loberget_1718",2017,2018,NA,NA,0,NA,list(),"Gävleborg","Ljusdal","ljusdal","G124-16",0.182,1.12,0.17,0,5.133,81.6764705882353,2.5,2.9,0.206153,2,0.00237842,0.244354,0.282555,2,2,0,48,29,0,0,17,8,0,262062,0.880470874589987,297638.465465465,2017,2019,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,"G124-16","M","S","Loberget","Loberget_1819",2018,2019,NA,NA,0,NA,list(),"Gävleborg","Ovanåker","ovanåker","G124-16",0.176,1.1,0.17,0,4.875,82.1666666666667,2.4,2.8,0.206153,2,0.00365517,0.244354,0.282555,2,0,0,82,4,0,0,35,5,0,273268,0.90730329133013,301187.048048048,2017,2019,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"G124-16","M","S","Loberget","Loberget_1920",2019,2020,NA,NA,0,NA,c(15.3535493602177, 15.2659061714813, 60.9169284308066, 61.0262558485709),"Dalarna","Rättvik",NA,"G124-16",0.172,1.07,0.2,0,4.875,84.1225490196078,2,2.5,0.206153,4,0.00383303,0.244354,0.282555,2,0,0,42,16,0,0,17,2,2,269264,0.886078986303695,303882.615615616,2017,2019,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1610,"G28-06","F","S","Loka 1","Loka_0607",2006,2007,NA,NA,0,NA,list(),"Orebro","Karlskoga","karlskoga","G28-06",0.277,1.24,0.38,0.00855,23.183,77.0416666666667,NA,3.5,0.260742,1,0,0.2788085,0.296875,0,0,0,29,29,0,0,1,1,0,251033,1.01830185687418,246521.204204204,2006,2009,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544,"G28-06","F","S","Loka 1","Loka_0708",2007,2008,NA,NA,0,NA,c(14.1849149877836, 60.1659809125502),"Värmland","Filipstad","storfors","G28-06",0.302,1.1,0.36,0.00123,23.083,66.6145833333333,NA,3.2,0.260742,1,0,0.2788085,0.296875,0,0,0,48,48,0,0,4,4,1,226802,0.902546393951184,251291.237237237,2006,2009,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1466,"G28-06","F","S","Loka 1","Loka_0809",2008,2009,NA,NA,0,NA,c(14.7438712881814, 14.68937645285, 59.5052175202107, 59.8710203444788),"Orebro","Hällefors","hällefors","G28-06",0.272,1.14,0.36,0.00078,21.12,73.1442988351255,NA,2.8,0.260742,1,1.47e-06,0.2788085,0.296875,0,0,0,2,1,1,1,3,2,2,233695,0.919132706879352,254255.993993994,2006,2009,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1376,"G28-06","F","S","Loka 1","Loka_0910",2009,2010,"illegal",NA,0,NA,list(),"Orebro","Hällefors","hällefors","G28-06",0.272,1.14,0.31,0.00039,21.04,81.84375,NA,3.1,0.260742,0,1.32e-06,0.2788085,0.296875,0,0,0,2,1,0,0,3,2,0,234289,0.90502752293578,258875,2006,2009,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
